doy,tmax_C,tmin_C,precip_mm,rh_max_pct,rh_min_pct,solar_MJ_m2,tmax_C_7d_std,tmin_C_7d_std,precip_mm_7d_std,rh_max_pct_7d_std,rh_min_pct_7d_std,solar_MJ_m2_7d_std,tmax_C_30d_std,tmin_C_30d_std,precip_mm_30d_std,rh_max_pct_30d_std,rh_min_pct_30d_std,solar_MJ_m2_30d_std
58,1.289886216537297,2.3952551663294575,0.5293737423973586,21.847024353862924,9.332219595607743,1.9423451627305575,1.4863275234586872,2.40250689813764,0.5876319814041907,22.366702667999473,9.666177255432574,2.4675229062521358,1.5333404626920235,2.3628449065276675,1.0060310627984355,22.79883727296453,10.440786844871942,2.55599187728418
59,1.7906867788044194,2.4829916052673147,0.9032795682924663,20.47075017929792,10.346367083568849,2.93556317983376,1.4268599472293158,2.3331377990672344,0.7725363749801231,22.039852744954906,9.726564800107004,2.3680516343960214,1.5286816431030308,2.363422100133368,1.0319766691932921,22.55734769422181,10.38359499937055,2.5826717038795795
60,1.2462592247746718,2.2893981465699196,0.1019571327421287,21.841867907207234,8.306623862918075,2.5195353734416415,1.452076418596135,2.2948327786583826,0.7978479434575662,21.624020046783567,9.764426933456154,2.4857998991018015,1.5226973286965872,2.3720280957123476,1.069939517686798,22.263702340655115,10.386217700997701,2.6020495886913735
61,1.2154117847263175,1.964704689292778,2.1682111947285567,22.955590599785193,9.175001098707853,2.0954422634780223,1.4367651437541793,2.25402567330698,0.8364192095059639,21.246515676792203,9.3064920402049,2.450031826614237,1.5230491533597252,2.364464006626409,1.0875312844672753,21.996377981453467,10.370402191492802,2.631140840729335
62,1.580288526806732,2.026974014612416,1.330251815436881,22.089018339047932,11.314753904260511,1.8343261632322314,1.5003293971792502,2.2681156487541614,0.8426828953915942,21.242984038452366,9.368629564876477,2.500398108960963,1.526107236088206,2.33540243037252,1.1416745483807027,21.495230363946494,10.334108813415813,2.6612623347221724
63,1.3238263213247636,2.4276321487124775,0.3213881182941354,20.139513400278567,9.135185433434058,2.543894482832366,1.4485169399680315,2.3274710471015747,0.7625682067074706,21.159180684274144,9.429965613028836,2.4464162301342505,1.5350362784657732,2.3109602192627037,1.137863963826363,21.026374005538703,10.24121157315857,2.6671396243535552
64,1.6109971533050549,2.1912239423644952,0.5004728946502197,19.381844958065646,7.535293302937206,3.2791161607510833,1.4512519094724308,2.4086791223394988,0.7880215503053857,20.873757698022096,9.712646488780683,2.507705935316168,1.5234056953282165,2.2986707298888804,1.124260304728502,20.576561128584306,10.154680252258268,2.6507279238991197
65,1.734835990512791,2.4938849944597288,0.573219543596771,21.822302885484074,9.767182268308789,2.2949091391576375,1.4519129087358873,2.4716211395894447,0.5611405927978176,20.299854732276174,10.014560506355863,2.644907968547286,1.5070521710076341,2.267604271349663,1.1230423652387498,20.02443449073034,10.019821847399351,2.645133843164506
66,1.427999578325891,2.8984793936992075,0.3424767475036008,19.88412670005036,10.775719420635358,2.557690028046771,1.3976448499940066,2.5196864340918323,0.6624884595912498,19.827701281677324,9.916687096717883,2.735129519068065,1.5113471013854713,2.2269226968037823,1.191254683859466,19.506986815615125,10.02012105779255,2.6648205083697802
67,1.265404011305464,2.8578546732353853,0.28013053792753456,19.843907003442904,10.285389993181006,2.948563309715065,1.408662812266678,2.491184615039173,0.9660379802757613,19.627547552349593,10.059957601655075,2.7566603574445323,1.5267619375431434,2.202838120195581,1.220847271004798,19.20067859335872,10.051462597809017,2.6690848619001466
68,1.2200387795705154,2.4052988100424026,0.5800444921755793,18.938269839563727,11.288399221734112,3.0558564960958465,1.3639934415962571,2.4848885019630003,1.0844715600808048,19.760529201209774,10.457153273330421,2.739166172728552,1.538168742465047,2.178305153156496,1.1474850388334623,18.77540124970208,10.006933426758547,2.665583821421525
69,1.200412115613566,2.363431076129131,2.039686882990907,18.783944184855983,10.629640036794656,2.4658770168776853,1.4514932055312098,2.4245316820785923,1.3357230021448856,19.55840158552993,10.982759942703904,3.0280169497085994,1.5380658437430037,2.1453283335529743,1.197430582538483,18.31423709328164,9.997061521880429,2.699377300645588
